,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,artist,song
26440,0.863,0.529,-14.39,0.0612,0.237,1.44e-05,0.654,0.832,110.61,5wJNzHCbuqHq2aezVp4SdB,299093,Diana Ross,Work That Body
26441,0.588,0.869,-11.403,0.0427,0.00563,0.162,0.379,0.523,129.036,3IXIGAnIgN2ZwS3xCPSiHn,835349,Tantra,Hills Of Katmandu - Patrick Cowley Underground Remix
26442,0.849,0.754,-8.528,0.0764,0.0101,4.08e-05,0.0512,0.97,120.155,65zEXodMSLrp9Ja6pG1knH,413613,Tantra,Get Happy - The Double Remix
26443,0.666,0.589,-12.675,0.0685,0.0107,0.0,0.326,0.899,134.609,4WnF51uLCCXF5ZwNo9eZ8t,279731,Bunny Sigler,Glad to Be Your Lover
26444,0.677,0.828,-11.732,0.177,0.0832,0.000597,0.23,0.555,91.801,4aHTQxCo2QdkzUKXQGKhqH,286604,Bunny Sigler,Let's Get Freaky Now
26445,0.726,0.931,-8.243,0.0511,0.0187,0.0267,0.377,0.789,131.631,19l6i6YvhdngRHHq1DD43j,747307,Bunny Sigler,"Let Me Party With You (Party, Party, Party)"
26446,0.76,0.883,-9.728,0.0505,0.173,0.823,0.084,0.798,117.232,7HUMKa364i6sFBQkwLEqSs,344398,Sparque,Let's Go Dancin' - Party Version
26447,0.715,0.675,-7.835,0.135,0.00439,0.434,0.0779,0.818,120.102,0QIl1aNSEMQL7BryNIi6dB,427990,Loose Joints,Is It All Over My Face? - Female Version
26448,0.836,0.709,-10.544,0.0526,0.00428,0.238,0.277,0.622,115.402,74vZGkx1kXboOIlDsK6oqV,385307,Bootsy Collins,Body Slam
26449,0.706,0.699,-12.629,0.172,0.608,0.0,0.0762,0.7,97.993,2xHP35CnfAfAyxZLKQZ1XC,201747,Gary Byrd,"Soul Travelin', Pt. I (The G.B.E.)"
26453,0.678,0.85,-7.849,0.0855,0.13,0.0131,0.0738,0.426,119.835,2wsVvmGSp46TlbTeGt7EGo,226547,Kool & The Gang,Open Sesame - Part 1
26454,0.719,0.743,-10.735,0.0638,0.0545,0.00248,0.0782,0.488,118.284,1SbA3jg6wqrUcmvSk4Fw7x,494107,War,Galaxy
26455,0.785,0.615,-12.137,0.0689,0.412,0.000166,0.0651,0.862,96.094,33zSq2gTrexFo9bloxAG0V,498293,Marvin Gaye,A Funky Space Reincarnation
26456,0.74,0.598,-9.658,0.0321,0.15,0.0,0.0664,0.952,101.933,3unwRUV5qbjMmH3NJtaODy,276000,Andy Gibb,Shadow Dancing
26457,0.71,0.854,-4.75,0.0339,0.0506,5.62e-05,0.624,0.904,129.258,1QvN7qGCLQY95VHHn94SE3,306813,Voyage (French Band),Let's Fly Away
26458,0.792,0.483,-14.669,0.0976,0.00308,2.1e-06,0.162,0.703,129.833,1PS18zmfk7GlPzcHusBHMy,514200,French Kiss,Panic / Save Me Suite - Medley
26459,0.764,0.54,-14.832,0.0658,0.0115,0.0,0.0985,0.929,130.962,7E3aJRNtxYaXphdcNBS3jS,536867,French Kiss,We're the Right Combination / Right Combination Suite - Medley
26460,0.742,0.497,-11.497,0.0443,0.114,0.0953,0.201,0.896,123.908,49Nr7It0vSy4sqleoiVN6H,339787,Alicia Bridges,I Love The Nightlife (Disco 'Round)
26461,0.865,0.612,-11.571,0.0572,0.226,0.0817,0.0572,0.963,116.544,58bsVCyN73XiWPhxRmvZi3,241907,Oliver Cheatham,Get Down Saturday Night
26462,0.734,0.908,-4.27,0.0784,0.0169,0.0,0.156,0.529,127.004,2l7xI2tyjdH4gdXudoOdLo,272213,Carl Bean,I Was Born This Way - Gomi's Radio Edit
26463,0.837,0.912,-5.894,0.0599,0.0916,0.329,0.12,0.851,130.003,0bhMDuwKBLnVCwTwRenpiG,1059587,Macho,I'm a Man - Mix By Savarese
26464,0.785,0.623,-11.786,0.0386,0.0436,0.0139,0.0681,0.963,130.059,595m2XdAku80sJV2AusKxD,402951,Grace Jones,Do Or Die
26465,0.703,0.534,-9.429,0.0432,0.00855,0.117,0.299,0.676,109.524,6ktDdpEkgbk9DFb5WHd4wj,657893,Loleatta Holloway,"Hit and Run - 12"" Mix"
26466,0.761,0.879,-9.205,0.0533,0.0309,0.000587,0.0673,0.743,135.176,5ZLhClN82KSy44iGT2Gj2O,621107,Loleatta Holloway,I May Not Be There (Previously Unavailable)
26467,0.707,0.895,-6.382,0.0469,0.178,0.000225,0.0523,0.902,129.646,3l3HNL2L2H2HbaqnNQHs9P,462976,Bettye LaVette,Doin' The Best I Can
26468,0.748,0.591,-10.851,0.0596,0.017,0.000351,0.399,0.966,120.229,5TSQ5hEPmvczESrYNuAonF,313840,Carol Douglas,Burnin'
26469,0.502,0.811,-9.347,0.0783,0.0706,1.58e-06,0.151,0.792,127.921,4PFno4d1SGDI8aMARyeB5u,392627,Paul Jabara,Shut Out / Heaven Is A Disco - Medley
26470,0.897,0.625,-15.051,0.135,0.062,8.94e-06,0.0675,0.879,115.593,30bFGNeYaZZJcyrluB9Am6,114533,Paul Jabara,Disco Queen
26471,0.774,0.491,-13.571,0.053,0.00185,0.814,0.077,0.887,125.534,4jKCnJrmCpN7Bed0TQhD8K,287467,Paul Jabara,Pleasure Island
26472,0.692,0.796,-8.987,0.0404,0.00212,0.645,0.048,0.963,126.162,6E061hBJYCBfcEzg6nwC0g,417773,Ripple,The Beat Goes On and On
26473,0.801,0.547,-9.609,0.0577,0.0411,0.0477,0.0613,0.581,111.956,1IRIGuGSSP8YapOnb46RKt,308200,D.C. LaRue,Overture
26474,0.621,0.59,-11.704,0.0406,0.0369,0.316,0.0499,0.92,118.806,1I78ZgVhTAehix1qMvAM3K,348533,The Ritchie Family,Quiet Village
26475,0.623,0.804,-9.539,0.0343,0.0184,5.39e-05,0.278,0.881,132.645,2QQwpXWq1TwhR8kqer3rT5,331667,The Ritchie Family,Summer Dance
26476,0.842,0.822,-7.999,0.0593,0.0655,0.0601,0.0583,0.965,126.601,2RECb90JoWTg5dz0jZ7ea3,652573,Pattie Brooks,Girl Don't Make Me Wait
26477,0.72,0.819,-8.124,0.0323,0.00355,0.0047,0.0491,0.853,128.063,3Sovavh5SyQExCno0RpFuh,480507,Pattie Brooks,After Dark
26478,0.642,0.902,-5.596,0.0459,0.0399,0.00161,0.0237,0.938,132.853,4VoSytRbAiSFuYnpf67hJ2,254587,John Miles,Slow Down - Single Version
26479,0.691,0.961,-3.914,0.0558,0.141,0.000147,0.598,0.833,123.459,1mzzCI79ll22yOpSfHtrnc,326627,Vicki Sue Robinson,Hold Tight
26480,0.726,0.92,-4.738,0.0504,0.323,0.00202,0.095,0.823,112.635,3SxEysFyB5Z4Iz5zhHg4qo,251294,Advance,"Take Me to the Top - 7"" Radio Edit"
26481,0.688,0.506,-13.311,0.0408,0.316,0.69,0.0611,0.784,108.753,1hR3TNe1neCWRQatSVOFfX,182533,Walter Murphy,A Fifth Of Beethoven
26482,0.61,0.671,-11.086,0.0402,0.191,0.00271,0.0668,0.72,105.249,4e0Yl8XceW6RLi8zZpL1qW,264200,"Earth, Wind & Fire",Star
26483,0.787,0.782,-9.304,0.0619,0.0176,0.00338,0.0752,0.64,126.21,7zuPLNlWbajDPHnVmD94iD,785093,The Gap Band,"You Dropped A Bomb On Me - Original 12"" Mix"
26484,0.678,0.727,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,4euAGZTszWPrriggYK0HG9,274467,ABBA,Lay All Your Love On Me
26485,0.854,0.559,-9.052,0.0974,0.162,0.00207,0.208,0.697,115.944,0mjXSVZhfiDIsANbj8bGgi,311253,Larry Graham,Sooner or Later
26486,0.869,0.74,-10.926,0.0412,0.0142,3.97e-06,0.0963,0.963,125.602,1zxyBNzJSzhdWXrws0p3xV,295027,Elton John,Victim Of Love
26487,0.715,0.79,-11.207,0.0275,0.000412,0.0117,0.0591,0.938,126.841,2HC7LSI7fe1cekMlD9j0tV,280280,Elton John,Thunder In The Night
26488,0.812,0.507,-8.825,0.0452,0.0399,0.0831,0.0671,0.729,114.832,4yrM5BVyJzy5Ed4GPO6e8j,347667,Prince,I Wanna Be Your Lover
26492,0.74,0.882,-8.225,0.0369,0.0221,0.251,0.0757,0.872,121.982,7Flx0S453i52pgZxpin1Qg,376987,Harvey Mason,"Groovin' You - 12"" Version"
26493,0.77,0.513,-13.684,0.0498,0.102,0.075,0.0482,0.897,118.047,5ffEV8iTa60EPtnFlMGFLb,360093,Stephanie Mills,"Put Your Body In It - 12"" Version"
26494,0.747,0.734,-11.404,0.0347,0.0237,0.000413,0.122,0.776,120.372,2U0XibMMrzRORohIIJCn0K,585173,Dan Hartman,Vertigo / Relight My Fire
26495,0.739,0.842,-8.294,0.0424,0.111,0.17,0.0645,0.894,115.811,2m1K9b9ryb8sOrHEATsHFX,268307,Delegation,Heartache
26496,0.718,0.868,-4.96,0.0375,0.0313,0.0239,0.03,0.898,127.521,6j7w9HhAF91RHqbqFngDsZ,380404,Disco Circus,Dig It
26497,0.812,0.775,-11.22,0.0554,0.00346,0.814,0.0243,0.859,129.621,6OKdwhoIRHj9YcR07pyU9I,674240,Beautiful Bend,Make That Feeling Come Again
26498,0.833,0.883,-8.562,0.0782,0.0473,0.132,0.0972,0.843,125.948,151Ck2TeuVc4lPtFSDbFRi,443600,Beautiful Bend,"That's The Meaning / Boogie Motion - 12"" Mix"
26499,0.935,0.81,-13.574,0.126,0.0428,0.0675,0.0687,0.962,126.242,23thwkxbkvpF0hroFEOb3M,208500,Boris Midney,"Boogie Motion - 7"" Version"
26500,0.817,0.839,-6.267,0.0402,0.0253,0.00675,0.0486,0.845,129.56,4ti2wje1ckDWltwP45ea9U,468831,Debbie Jacobs,Don't You Want My Love - Remastered
26501,0.79,0.312,-18.526,0.0703,0.0015,0.0462,0.105,0.855,124.488,3pn3x8rAgZlxmZf3bgsOc7,306907,Nightlife Unlimited,Peaches & Prunes
26502,0.783,0.726,-9.294,0.0314,0.0265,0.000427,0.288,0.864,120.375,5VsrXsGEbQ1tt64SOrqvJR,432520,Donna Summer,"Dim All The Lights - 12"" Version"
26503,0.633,0.635,-11.644,0.0409,0.0411,0.0,0.0692,0.804,108.358,1CU930BscwvpXHjFKgjjQK,295187,Gayle Adams,Let's Go All the Way
26504,0.773,0.622,-11.283,0.0356,0.028,2.36e-05,0.0632,0.832,105.538,0FkUIysh68ZdHTgJkvmogL,401773,Gayle Adams,Love Fever
26505,0.707,0.595,-11.274,0.202,0.243,0.000237,0.079,0.672,98.847,0GyOARQdSDumCoxySPZFHb,188747,Ripple,"I Don't Know What It Is, but It Sure Is Funky"
26506,0.767,0.789,-6.203,0.0666,0.0371,0.0145,0.0515,0.963,127.074,5PfpFAdSvxY3i0UAGtIM5T,516213,Inner Life,I Hope It's the Right Time
26507,0.923,0.44,-16.587,0.0906,0.034,0.00288,0.0625,0.85,113.631,3XVArphWCaPIQlk9uYtvXn,435130,Gaz,Sing Sing
26508,0.81,0.517,-13.779,0.0333,0.0127,0.0356,0.0539,0.971,130.76,0WOowcMOlRMntRZTvi1FgP,354464,Gaz,Boogie Woman
26509,0.611,0.918,-9.124,0.0681,0.0947,7.29e-06,0.81,0.584,114.73,7suCnrqUrqtPq5mUdai9bj,254773,The Kay Gees,Get Down
26510,0.646,0.91,-7.114,0.0789,0.0388,0.701,0.137,0.567,116.043,1JVeMXp2SzgrcujEYbxTW3,376027,The Kay Gees,Waiting At the Bus Stop - Full Version
26511,0.676,0.89,-8.199,0.0489,0.0311,0.22,0.0913,0.842,120.516,2JJGAY5WicE5ak55pvtGVP,434947,T-Connection,Do What You Wanna Do - Disco Version
26512,0.615,0.801,-9.258,0.0674,0.000175,0.886,0.0771,0.702,118.598,5gRgMG0DSYNjZ3f4M6jMdA,232267,Crown Heights Affair,Dreaming a Dream (Disco)
26513,0.524,0.898,-9.31,0.0771,0.000106,0.766,0.103,0.868,127.68,69itdRQgMTZSAMBFPNQgFa,347707,Crown Heights Affair,"Every Beat of My Heart - 12"" Version"
26514,0.777,0.738,-11.84,0.0486,0.0471,1.62e-05,0.0799,0.886,120.33,0SEvTa487MadBU5SEwQNka,379413,Eastside Connection,You're So Right For Me - Vocal
26515,0.657,0.498,-15.306,0.0472,0.0939,0.00337,0.384,0.87,119.873,2CjDj3z1VvFHxABh1qQoWc,412467,Eastside Connection,Frisco Disco
26516,0.703,0.65,-9.212,0.0986,0.17,0.00478,0.191,0.702,98.144,64TIJiqmJn7ZnIYzYAEpbL,417480,Archie Bell & The Drells,Strategy
26517,0.822,0.551,-14.462,0.0933,0.0632,0.0202,0.0933,0.747,100.677,0MPxVEbit8sCN5XPkPdOqG,546680,Peter Brown,Do You Wanna Get Funky with Me - Long Version
26518,0.701,0.525,-14.903,0.0488,0.12,0.0146,0.0326,0.967,124.652,7gIi16K9xdpe8ScbR8K39h,406120,The Jimmy Castor Bunch,Need Your Lovin'
26519,0.838,0.573,-13.675,0.0499,0.0572,0.00174,0.098,0.918,98.73,7ttgrUT5EdUr7UgkJtxdHq,371467,The Jimmy Castor Bunch,Bertha Butt Boogie
26520,0.782,0.793,-7.231,0.111,0.0719,2.5e-05,0.0681,0.785,105.562,4IeyHnKDMvCIiUhGVKF0dh,215467,Hot Chocolate,Disco Queen
26521,0.617,0.618,-11.31,0.0442,0.0176,1.71e-05,0.217,0.448,109.455,0EJM1ZsAS4IGJCc7peEZuV,214000,20th Century Steel Band,"Heaven and Hell Is on Earth - 7"" Edit"
26522,0.848,0.697,-9.252,0.0999,0.243,0.343,0.0894,0.846,119.194,26yW5iEjt6EGWXQ1NlflpI,473773,Fatback Band,Gotta Get My Hands on Some (Money)
26523,0.737,0.783,-7.466,0.078,0.367,0.000187,0.107,0.687,97.016,2eADspwGh5Ad8tDoJ2bHsR,343787,The Jacksons,This Place Hotel (a.k.a. Heartbreak Hotel)
26527,0.804,0.959,-4.831,0.0674,0.476,0.0755,0.173,0.938,120.645,5wq7C6YQUqeMMrIteHhHCs,360760,Vernon Burch,Get Up
26528,0.914,0.888,-5.139,0.0427,0.199,0.0123,0.0761,0.974,119.656,1VY7QzFy49MKxGS7mirjGa,323000,Vernon Burch,Sammy-Joanne (One Half Woman One Half Man)
26529,0.757,0.601,-9.914,0.047,0.0134,0.0938,0.0444,0.836,118.273,6sbvOz1BU6oPiocEeIM7ST,430132,Lakeside,It's All the Way - Live
26530,0.667,0.878,-9.02,0.0969,0.108,0.0,0.172,0.656,125.813,2vgWFBrdSXKQ8Cc0Toz9sy,263893,Roy Ayers,Get On Up Get On Down
26531,0.462,0.884,-8.722,0.0984,0.0852,0.0484,0.798,0.551,106.395,1jR4bgFyL3ut5ExAKDDNEZ,336467,Odyssey,"Native New Yorker - 12"" Disco Mix"
26532,0.726,0.907,-5.604,0.0377,0.0157,2.47e-05,0.0339,0.784,113.45,5HJc4LTUMs7HmGa4c4zIjZ,256387,The Bar-Kays,Shake Your Rump to the Funk - Rerecorded Version
26533,0.774,0.657,-8.326,0.0421,0.143,0.253,0.0389,0.96,101.63,4GDKs7Uu9meQvHzXQNWLd1,279440,Billy Paul,False Faces
26534,0.765,0.888,-7.271,0.0749,0.324,0.031,0.202,0.95,103.741,6YexKfUErlSSkWwAZfdqcX,213787,Parliament,Ride On
26535,0.818,0.597,-12.71,0.0639,0.146,0.189,0.0374,0.957,122.574,0s6K75nhymQ7eMibl4xJ4p,291747,Kleeer,Nothin' Said
26536,0.858,0.586,-9.678,0.0446,0.0262,0.359,0.106,0.967,121.204,0SrWECDe1oF206ts5aWm6k,392920,Giorgio Moroder,I Wanna Rock You - Remastered
26537,0.745,0.444,-15.32,0.0794,0.107,0.135,0.136,0.703,121.695,3c4xhpdS6zk6cGMbGowIBD,508947,Five Special,Why Leave Us Alone
26538,0.823,0.771,-10.143,0.0612,0.114,3.64e-06,0.277,0.9,120.658,09HKieZL31JLWTb2s5tm6I,354268,Cissy Houston,Think It Over
26539,0.873,0.853,-5.699,0.099,0.115,0.00112,0.063,0.907,114.258,5zaIS9ZcseJrgTBVUttgtR,256040,Locksmith,Far Beyond
26540,0.699,0.869,-10.199,0.0456,0.0316,0.417,0.0368,0.963,115.272,2cg2qFUrMNRWqwZViXp2B2,416800,Kiki Gyan,Disco Dancer
26541,0.6,0.827,-9.136,0.0734,0.0083,0.00992,0.0865,0.812,134.203,366AY1wcHQk4Szrork7Vnc,155547,First Choice,Armed And Extremely Dangerous
26542,0.809,0.892,-11.443,0.0437,0.0629,0.344,0.0334,0.89,124.435,78XG7U0UueeC86XpzF9O7f,277640,Michael Jackson,Get on the Floor
26543,0.754,0.8,-7.026,0.0553,0.0345,0.00113,0.0479,0.973,111.18,0LLRDxDb8BsQoxnlxaGFSR,389747,Shades of love,(Keep In Touch) Body To Body
26544,0.814,0.73,-5.669,0.125,0.259,9.48e-05,0.0426,0.757,118.772,1AqTCMjCaPr1aNOstf108b,388737,First Love,Don't Say Goodnight
26545,0.797,0.675,-10.295,0.0493,0.106,0.0,0.252,0.826,114.016,6Xxe9CM0CXnvFRWG5PpxDI,310247,The Fantastic Four,Got to Have Your Love
26546,0.754,0.681,-8.593,0.19,0.436,0.0125,0.0593,0.854,94.01,47GQVs1FMvoyxQmkCsKEOe,306960,Brides Of Funkenstein,Disco to Go
26547,0.649,0.694,-7.765,0.124,0.463,0.0,0.105,0.914,94.785,5baHQfcHKnI0gr6A9Ew3np,295693,Brides Of Funkenstein,Amorous
26548,0.868,0.802,-7.831,0.053,0.151,0.0032,0.0667,0.905,110.536,6d4XP98nTswxMycT6fdZNN,642853,Zapp,Dance Floor
26549,0.731,0.773,-12.319,0.0304,0.0835,0.000885,0.0588,0.785,107.023,5oH4HzQav5LJVjA5aWxqf2,238760,James Brown,It's Too Funky In Here
26550,0.842,0.761,-6.377,0.0427,0.00783,0.0104,0.693,0.798,120.011,5jBaBqw7rGsjlzPXdBcsln,592000,D.C. LaRue,Cathedrals - Joey Negro Extended Disco Mix
26551,0.792,0.807,-8.528,0.0297,0.0454,0.00024,0.0453,0.97,117.652,6HMF81eZt4ZL3Fs6hChWhP,217293,The Rimshots,7-6-5-4-3-2-1 (Blow Your Whistle)
26552,0.707,0.694,-7.984,0.0376,0.00554,0.000619,0.0949,0.896,126.659,72W5SuCh9DWm4SyxhYQtET,226040,The Rimshots,"Do What You Feel, Pt. 1"
26553,0.831,0.737,-8.836,0.0367,0.00282,0.513,0.0389,0.867,115.961,7G5mHccjO0c28AR7fFlzVd,209400,The Rimshots,Super Disco
26554,0.631,0.829,-7.724,0.0745,0.354,1.03e-05,0.353,0.96,110.603,2nKtRwLpfWGFAlqW4R5eGX,217277,Delight,Is It Too Late
26555,0.667,0.654,-7.905,0.149,0.374,0.871,0.0685,0.963,126.763,1Qbo3ibaRP0EBb37mH3kIy,468400,Air Power,Welcome to the Disco
26556,0.726,0.573,-13.445,0.127,0.0137,0.000109,0.0774,0.784,122.317,4YHEZFaaqc7q7WYbmm4Hu6,439880,THP,Good to Me
26557,0.421,0.699,-11.456,0.0497,0.157,0.00122,0.0998,0.639,126.002,7nNpgxKfC0GmUw7jCJLpon,295000,Shirley Bassey,This Is My Life
26558,0.79,0.754,-6.829,0.0378,0.0222,6.63e-05,0.0702,0.915,127.015,6C3LyVe4IDRJxcgAEE7TeB,501333,Gloria Gaynor,Let Me Know (I Have A Right)
26559,0.626,0.715,-12.049,0.0349,0.151,0.855,0.664,0.918,128.548,52fCfN7nQBkv3m37oDwCro,219373,Isaac Hayes,Disco Connection
26560,0.805,0.738,-12.553,0.0625,0.131,6.25e-05,0.0426,0.761,104.507,53vQDR0y3J8TFKIUbP8dqD,365726,The Salsoul Orchestra,Seconds
26561,0.745,0.714,-12.091,0.083,0.0635,0.000532,0.0487,0.898,107.225,7xG9nC29h5EPh7djoeJSuw,217693,The Bar-Kays,Let's Have Some Fun
26562,0.765,0.787,-7.955,0.0478,0.00344,0.865,0.0832,0.962,116.817,6nOCYDh2XpFyI6kWaSq2tN,393000,Chaz Jankel,Glad To Know You
26563,0.86,0.606,-12.538,0.0688,0.0265,1.59e-06,0.064,0.878,113.248,5SukIK8EOyVNkyeaKjsH4w,236960,Leon Haywood,TV Mama
26564,0.777,0.524,-12.218,0.0699,0.00691,0.432,0.342,0.357,116.542,1l20hLWeqBvoo75lKe9hYD,438040,Tracy Weber,Sure Shot
26565,0.817,0.817,-7.394,0.0761,0.0463,0.000437,0.13,0.828,118.069,0pRHlJuxivYDws2uo55wnX,488049,Weeks & Co.,Rock Your World - Long Version
26566,0.722,0.865,-8.344,0.0345,0.0379,0.741,0.0746,0.869,129.807,1d3dW7swGW8XX3zSa0fuGk,377187,Kat Mandu,The Break
26567,0.884,0.382,-15.423,0.0826,0.000469,0.722,0.0684,0.777,119.464,4YU9mKlCmyvUmRldAIyDLT,386067,Kat Mandu,I Wanna Dance
26568,0.67,0.923,-7.117,0.055,0.0152,0.284,0.196,0.72,127.644,0Mg7ilkNbhV6YZYReSV15a,503175,Madleen Kane,Forbidden Love - 12 Inch Version
26569,0.829,0.736,-7.922,0.0609,0.0689,0.0528,0.125,0.87,121.138,5A7Ir7LrEqvrdoDbyTvgXg,349401,Madleen Kane,Cherchez Pas
26570,0.767,0.773,-7.612,0.0479,0.00247,0.0927,0.0292,0.87,127.77,3s4le21ysIhMd7HBXyADSR,375469,Madleen Kane,Rough Diamond
26571,0.805,0.616,-9.962,0.0365,0.00199,0.0227,0.0675,0.929,123.043,1sMWGk4MxXP980El2CP0Da,360707,Carol Douglas,My Simple Heart
26572,0.727,0.573,-12.265,0.063,0.132,1.3e-05,0.11,0.917,108.292,3EAF2z8SnrKqmYQt8i4Rak,249800,Millie Jackson,We Got to Hit It Off
26573,0.893,0.667,-10.606,0.0671,0.118,0.0376,0.0942,0.953,121.618,7lPTMQY3MjWa6nNWYWxbIJ,472973,Poussez!,"Boogie With Me - 12"" Disco Mix"
26574,0.606,0.826,-8.3,0.0329,0.0107,0.0149,0.292,0.629,122.579,5CPym3xnXt5tL6FTF5FiBO,324040,Four Below Zero,"My Baby's Got Esp (Original 12"" Mix)"
26575,0.758,0.737,-7.987,0.044,0.0915,0.044,0.0635,0.924,115.88,0yfgbWLgDbj2Ax2puQ5SgY,357458,Arthur Adams,You've Got the Floor
26576,0.797,0.832,-8.214,0.0458,0.0286,1.35e-05,0.0783,0.77,118.797,3X5YlVzeTlGuOUyQOOJz0F,531200,K.I.D.,Hupendi Muziki Wangu?! (You Don't Like My Music) - Original Mix
26577,0.75,0.792,-6.247,0.0322,0.00822,0.057,0.734,0.786,124.021,7Hm6FCNhrnlJeyl7odnZxz,476413,Christopher Cross,Ride Like the Wind - Joey Negro Extended Disco Mix
26578,0.864,0.534,-13.313,0.0533,0.00198,0.551,0.106,0.966,130.711,43mcLyWJTM3P9iqN3mNHFy,274032,Alphonse Mouzon,Everybody Get Down
26579,0.706,0.63,-13.391,0.121,0.0412,0.0815,0.0728,0.559,121.432,05myqXqTAtxdA6l7NU8O6n,281090,Rhyze,Do Your Dance
26580,0.815,0.778,-10.036,0.0466,0.0339,5.32e-06,0.0386,0.946,121.61,3vlWGsEkFNgSEbo9dSAuwf,238147,The Real Thing,She’s a Groovy Freak - French 7” Version
26581,0.549,0.875,-6.628,0.0976,0.197,0.00139,0.145,0.847,116.506,3rq5k1JLARPa4z6fkhUng5,390500,The New Jersey Connection,Love Don't Come Easy
26582,0.838,0.422,-13.03,0.0627,0.00264,0.0,0.185,0.743,116.905,0JxHNw5ggz7uBhL2wXSGVJ,371747,Gayle Adams,Emergency
26583,0.643,0.909,-5.525,0.0494,0.0203,1.63e-05,0.0878,0.848,91.726,18P0sqg4P9Ym87i9ubHBb7,259387,Sisters Love,Give Me Your Love
26584,0.76,0.583,-13.926,0.055,0.093,0.000897,0.0477,0.909,113.086,4Sh3TS6dN27azdIix4Wecl,391467,Passion,Don't Stop My Love
26585,0.714,0.338,-10.994,0.0456,0.93,0.00644,0.389,0.667,128.385,4vju55Ag7apDL2CfotuE7Q,165067,Bobby Hebb,Sunny
26589,0.731,0.312,-14.939,0.0878,0.593,1.69e-06,0.111,0.578,82.366,1qfDfZAvrkSAFrAR2FTQDv,121080,Bill Withers,Grandma's Hands
26593,0.752,0.445,-12.725,0.0338,0.5,0.0,0.0912,0.964,106.283,3MtP9T0WF4xbIo8vqHYeXM,164173,Dusty Springfield,Spooky
26597,0.756,0.401,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,63xdwScd1Ai1GigAwQxE8y,199396,Al Green,Let's Stay Together
26601,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,0bRXwKfigvpKZUurwqAlEh,254560,Bill Withers,Lovely Day
26605,0.212,0.383,-10.071,0.0347,0.723,0.0,0.299,0.452,173.79,0KOE1hat4SIer491XKk4Pa,191160,Sam Cooke,A Change Is Gonna Come
26609,0.429,0.57,-8.893,0.0573,0.783,0.0,0.08,0.844,104.824,0jfGGQt27pU8q2FTwwdRKL,161373,Sam Cooke,Meet Me At Mary's Place
26610,0.548,0.589,-14.76,0.0336,0.381,5.81e-05,0.749,0.883,89.184,4XfiEW53i7MZLQrVvQryxP,223492,Bobby Womack,"You're Welcome, Stop on By"
26611,0.484,0.312,-13.522,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,3XWiy9JEQ4iyqCzIqqdQu3,166827,Otis Redding,(Sittin' On) the Dock of the Bay
26612,0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,0.694,104.566,745H5CctFr12Mo7cqa1BMH,165000,The Temptations,My Girl
26616,0.437,0.325,-11.066,0.0268,0.893,4.93e-06,0.107,0.362,101.577,0NPsIF7l9v2IEGrm02hpIA,177840,Elvis Presley,Can't Help Falling In Love
26617,0.73,0.622,-11.7,0.0532,0.269,0.00874,0.111,0.752,90.973,00kvKlIvfzQLSi6T2zwXuS,299067,The Brothers Johnson,Strawberry Letter 23
26621,0.527,0.279,-12.679,0.0297,0.519,0.0211,0.116,0.256,90.728,1HdNTlZrGTlgxDn31GB6Sv,238693,Minnie Riperton,Inside My Love - Remastered
26622,0.7,0.33,-9.027,0.0303,0.719,8.6e-05,0.136,0.524,98.605,3xsOtNxtBW0oTI1OWKAzTm,178333,Dionne Warwick,Walk on By
26626,0.596,0.613,-10.885,0.05,0.674,5.09e-06,0.196,0.736,95.039,0gWmxML0Fc6z9e5adPqi1s,192773,Marvin Gaye,Soon I'll Be Loving You Again
26627,0.46,0.475,-7.467,0.0315,0.384,1.97e-06,0.171,0.507,73.207,4N8BkYSBFdYRw7IYp6wRAb,226787,Bobby Womack,Harry Hippie
26628,0.367,0.472,-11.902,0.0689,0.195,0.0,0.0874,0.761,179.686,0scrtPmtlIVwwk9s4LXJ8n,146627,Dusty Springfield,Son Of A Preacher Man
26632,0.828,0.669,-8.637,0.0254,0.16,0.00333,0.0756,0.926,109.964,4lzTyLYXb3ED01TSLCJ1Hz,211680,The Staple Singers,Respect Yourself
26633,0.48,0.748,-7.256,0.0318,0.0533,0.315,0.216,0.802,79.532,0E4UBpsUOZ6Ic4SCxrXz1L,156587,Dusty Springfield,Take Another Little Piece Of My Heart
26634,0.551,0.461,-11.778,0.0255,0.252,2.39e-06,0.0541,0.739,105.155,5Vdg4tP25ffeGEC5GGmCwm,198547,The Undisputed Truth,Smiling Faces Sometimes
26638,0.761,0.436,-13.702,0.0455,0.81,0.00122,0.161,0.839,92.241,76AqgNyZJ8O7xNTK47v6RI,375947,Herbie Mann,Cajun Moon (feat. Cissy Housten)
26639,0.593,0.458,-13.337,0.0497,0.12,0.0,0.0996,0.694,77.725,66EOinzaowGpKW2nWX0AkB,202293,The Emotions,Take Me Back
